,location_name,date,location_id,allbed_mean,ICUbed_mean,InvVen_mean,admis_mean,newICU_mean,bedover_mean,icuover_mean,deaths_mean,totdea_mean,mobility_composite,total_tests,confirmed_infections,est_infections_mean
30029,Germany,2020-05-23,81,495.29048114888604,248.517056177672,235.882137380911,65.0940419884725,35.8109526302945,0.0,0.0,42.0,8216.0,-32.662250517146504,54092.518765860594,636.0,1549.7564355622
30030,Germany,2020-05-24,81,468.944017642729,234.799564602498,222.789541446733,59.786247743214,32.7843233392854,0.0,0.0,31.0,8247.0,-31.9986724331849,54234.548517073796,429.999999999971,1478.92277178879
30031,Germany,2020-05-25,81,443.339751001578,222.10702715155497,210.69328798570302,56.4720653771667,30.7045324619653,0.0,0.0,10.0,8257.0,-30.8407638653796,54428.3397076394,288.999999999971,1412.0235558855302
30032,Germany,2020-05-26,81,422.35711103030997,211.45040080100898,200.617474080993,55.097765657871506,29.719547638558602,0.0,0.0,44.0,8301.0,-29.5021767243469,54584.5269375005,432.000000000058,1348.977923331
30033,Germany,2020-05-27,81,402.098917031476,200.83258322195098,190.542916723997,52.660310704736396,28.6497079119668,0.0,0.0,47.0,8348.0,-28.091070318664304,54621.6506329132,361.999999999942,1289.70879863652
30034,Germany,2020-05-28,81,384.04768124018204,192.199064689696,182.47189625052897,50.57446417620051,27.6310937163413,0.0,0.0,63.0,8411.0,-26.7851790744684,54482.3659482018,353.000000000058,1234.14288969633
30035,Germany,2020-05-29,81,364.864579114513,181.687168505123,172.400521880463,47.0726563152963,25.6113227199529,0.0,0.0,39.0,8450.0,-25.6509606898436,54144.73305521019,1111.99999999997,1182.21134437514
30036,Germany,2020-05-30,81,348.977438842264,174.16950077164398,165.314934443584,46.863528066769,25.5755911540472,0.0,0.0,39.0,8489.0,-25.008470225970804,53624.7815444996,738.000000000029,1133.84954178384
30037,Germany,2020-05-31,81,335.347215494782,167.711346806419,159.267250401701,44.77384197479079,24.5645358712065,0.0,0.0,11.0,8500.0,-24.652003508720302,52969.1131571101,285.999999999971,1088.99750480682
30038,Germany,2020-06-01,81,316.80652174474096,158.282101167301,150.21743719564302,37.5658901593805,20.5227564385477,0.0,0.0,11.0,8511.0,-24.626456590557606,52240.754114219104,333.0,1047.5984207807198
30039,Germany,2020-06-02,81,297.75798281403803,148.872550005851,141.159396554366,35.561122911741705,19.5200299319403,0.0,0.0,11.0,8522.0,-24.8350943920637,51503.7189743944,213.000000000029,1009.5977423741301
30040,Germany,2020-06-03,81,279.366832986054,139.43541089795602,132.10610271516398,33.7878286102314,18.497762222817602,0.0,0.0,29.0,8551.0,-25.2309040196285,50810.98585485519,341.999999999971,974.9426557168609
30041,Germany,2020-06-04,81,263.99695796082995,131.999670205079,125.046644222852,33.6627431162018,18.4085141681547,0.0,0.0,30.0,8581.0,-25.582557713923002,50197.9614523994,394.0,943.580121845284
30042,Germany,2020-06-05,81,248.31511653055802,123.58097508934601,117.002236999151,31.8200605241422,17.3922575145615,0.0,0.0,32.0,8613.0,-25.915539224685503,49681.99178453191,507.000000000029,915.45344843105
30043,Germany,2020-06-06,81,230.29745958757005,114.175964381499,107.94786746285999,28.256422285231103,15.380312631438901,0.0,0.0,33.0,8646.0,-26.099816825398303,49267.656307195306,406.999999999971,890.499471082267
30044,Germany,2020-06-07,81,217.29016836746,108.81828672383301,102.897676267515,28.2016898625755,15.3468548042987,0.0,0.0,22.0,8668.0,-26.3488277871565,48956.3510960409,300.999999999971,868.643464841257
30045,Germany,2020-06-08,81,208.200454439025,104.44142338793002,98.85304443910921,27.911916923822698,15.342684302655499,0.0,0.0,6.0,8674.0,-26.5879085598571,48756.2483064742,214.00000000005798,849.791734410522
30046,Germany,2020-06-09,81,199.394035608041,100.094284098405,94.8172814906756,26.173399196490603,14.3025686224422,0.0,0.0,38.0,8712.0,-26.809278900535897,48687.254393042,349.999999999942,833.826575840818
30047,Germany,2020-06-10,81,189.69280497997,94.7734393844202,89.7782187018735,24.4906086900071,13.3092490023564,0.0,0.0,18.0,8730.0,-26.9619040671384,48777.384948547806,320.000000000029,820.601512631118
30048,Germany,2020-06-11,81,179.141637113927,89.47531281403921,84.7310259068889,22.4692529078249,12.313196149572,0.0,0.0,26.0,8756.0,-27.072782519584997,49051.90368861981,554.0,809.9405672279499
30049,Germany,2020-06-12,81,169.645974957817,85.19076943365371,80.7020714549984,20.701261703935,11.291047773661699,0.0,0.0,7.0,8763.0,-26.8649380351446,49521.405811666904,258.0,801.639394743458
30050,Germany,2020-06-13,81,159.842831772484,79.8895396753058,75.6597597497832,18.8004183894236,10.2623061128586,0.0,0.0,18.0,8781.0,-26.3170418375982,50175.925002548895,393.0,795.4412623360139
30051,Germany,2020-06-14,81,150.059798326171,74.6110028404688,70.6221086209542,18.7395011302466,10.244219603710699,0.0,0.0,6.0,8787.0,-25.5781221508102,50988.5594606358,246.999999999971,791.0353306436419
