allbed_mean,ICUbed_mean,InvVen_mean,admis_mean,newICU_mean,bedover_mean,icuover_mean,deaths_mean,totdea_mean,mobility_composite,total_tests,confirmed_infections,est_infections_mean
1431.4647824157998,754.1758865104371,721.026068076866,190.88763816478502,109.215078858431,0.0,0.0,161.0,32322.0,-42.3065758416706,62862.9975557514,665.000000000029,4795.72388284758
1371.22585374438,723.516537613367,691.804845996582,181.22863911464802,104.15395660183901,0.0,0.0,157.0,32479.0,-40.412304196223296,62811.6060354756,642.0,4602.65308233826
1313.26456564557,693.940594427992,663.6141911402581,174.408112199986,100.057437917543,0.0,0.0,130.0,32609.0,-38.618084160555796,62680.8768777371,652.999999999942,4414.46376568947
1260.4566976003,664.453979888142,635.434246048937,169.60820120463498,96.9365332598172,0.0,0.0,119.0,32728.0,-37.032811993095,62451.2769222975,669.0,4230.559663145129
1204.67258452803,634.973996988602,607.237427010429,158.35789223573602,90.86256176328399,0.0,0.0,50.0,16938.0,-35.7413891620956,62087.4962734692,532.000000000029,4050.4228138652
1147.88668886803,605.563583757136,579.0487718874949,149.13756894015899,85.751340464764,0.0,0.0,92.0,32870.0,-34.7860317549964,61545.6499774883,300.000000000029,3873.6447438750106
1096.19273096649,578.293912929876,552.876878013846,144.625084678548,82.7422816888134,0.0,0.0,78.0,32948.0,-34.1394547027541,60790.9162326318,397.0,3699.9524855983705
1050.72405271879,554.923934745651,530.707099233811,141.904574456941,81.5798127325074,0.0,0.0,117.0,33065.0,-33.7128242909678,59818.20297087821,583.999999999913,3529.21002830421
1007.7503547495199,531.738647394247,508.56552935589104,135.735924044909,77.5295082863,0.0,0.0,70.0,33135.0,-33.4042240735514,58665.8178989447,593.000000000087,3361.4218322719
961.245768411216,506.582972332681,484.40680881932,126.313939093152,72.4712891244162,0.0,0.0,88.0,33223.0,-33.1304849655369,57415.6394437355,516.999999999971,3196.73909351364
919.094733614012,485.45502885127,464.249334752743,122.72583723469101,70.4532405926332,0.0,0.0,111.0,32898.0,-32.8411805026248,56180.247494056,0.0,3035.45974314209
883.772884997334,467.427418649329,447.10153513452104,119.407021803283,68.4113278450566,0.0,0.0,75.0,33409.0,-32.5255396853838,55081.79703555231,3592.0000000000896,2878.0100115417
850.45456902511,449.452415762231,429.96892980407995,114.005540319338,65.2890466268252,0.0,0.0,60.0,33469.0,-32.198126997323,54228.567952605095,178.0,2724.9287211248497
817.9357032956681,431.505415589712,412.861493270313,112.26389401067199,64.2680786859125,0.0,0.0,55.0,33524.0,-31.844509997824602,53694.1247505629,317.0,2576.8552220324104
785.166384803848,414.55293690468903,396.739232607408,106.263199446533,61.2024779168157,0.0,0.0,71.0,33595.0,-26.583217543877,53503.3907793455,320.000000000058,2434.5075393860698
756.798224758497,400.630928240035,383.59705616472,103.39537420149901,59.13642925288939,0.0,0.0,88.0,33683.0,-25.9940076728802,53628.240185696,176.99999999988398,2298.6495851542104
733.732416248414,387.831058080658,371.476882604904,102.222133470168,58.13666310044021,0.0,0.0,85.0,33768.0,-25.2765153081546,53993.471085447694,518.000000000087,2170.05348227786
706.78111545744,373.030499763266,357.38620566906405,94.72053661623458,54.0620034458919,0.0,0.0,72.0,33840.0,-24.4873828673351,54491.5765489906,269.999999999971,2049.45270839728
678.879000195303,358.30113191558604,343.29636477403704,89.4563852261687,51.0219726170845,0.0,0.0,53.0,33893.0,-23.697884655998898,55003.449315952595,196.99999999994202,1937.5053712817103
650.792630006788,342.631883981327,328.210024996774,85.8401787954778,49.0730337545538,0.0,0.0,65.0,33958.0,-27.7813768541592,55421.038316294806,280.0,1834.76505901004
619.107318871973,326.019434022836,312.112609702127,78.3784530352345,44.9663627740165,0.0,0.0,47.0,34005.0,-27.0923119943225,55667.549569842995,283.000000000029,1741.6581227578
592.686180584199,311.429088494658,298.034640717719,78.6426194761508,44.9381627581225,0.0,0.0,71.0,34076.0,-26.3858419787877,55709.472110446906,202.0,1658.47310483924
564.37870928287,295.83244476314496,282.95324484386396,74.8172707478495,42.8736453929026,0.0,0.0,53.0,34129.0,-25.6093796028421,55555.4002561412,378.999999999942,1585.36340041249
534.6404486673459,281.16950153706404,268.865910401217,69.15312078890321,39.7902973665524,0.0,0.0,56.0,34185.0,-24.7483932106493,55240.924258621904,393.0,1522.36352719915
509.720916647787,268.551483991782,256.792561036392,67.4144545551671,38.793310299775,0.0,0.0,55.0,34240.0,-23.829374031382798,54806.331549978,346.000000000058,1469.30506849347
487.418676028843,257.043122750134,245.728176355589,65.7444901354021,37.7806853851773,0.0,0.0,44.0,34284.0,-22.9037772274083,54278.2543987025,337.999999999971,1425.72053551706
465.688823474234,246.474689346541,235.644913841469,60.707969972382294,34.7006452823192,0.0,0.0,26.0,34310.0,-19.836024810145897,53664.4103233063,301.000000000029,1390.7599892508
441.277083986567,232.92947585935298,222.57640920941398,54.62865677364861,31.6572644296278,0.0,0.0,34.0,34344.0,-18.9971936540789,52962.748002312,210.000000000029,1363.23397369709
415.69307883254504,219.46965424214198,209.50378787697898,51.6766318674102,29.6766076356779,0.0,0.0,43.0,34387.0,-18.1618916322725,52177.682337623206,327.999999999942,1341.74707860524
391.58279115757796,206.981657394725,197.457862817313,48.2153443145305,27.648666253023702,0.0,0.0,66.0,34453.0,-17.3058893989763,51332.243367007,332.000000000029,1324.86296452612
365.76918779856203,192.467146021278,183.39603288206902,42.9069508334802,24.5474920724442,0.0,0.0,47.0,34500.0,-16.460794821619597,50468.98461691481,248.999999999971,1311.24842698037
339.923900425048,177.952620438961,169.328082962024,41.114380668841,23.5074470347678,0.0,0.0,49.0,34549.0,-17.894639543415803,49640.8579192412,264.000000000058,1299.7367561998599
316.2763691054,165.34254820292801,157.237633948503,39.5567804329657,22.462961518521,0.0,0.0,24.0,34573.0,-17.349688251848,48898.5612493077,224.0,1289.50598486977
293.696281048587,153.81282812290002,146.169238348343,35.615878762985396,20.435642693989,0.0,0.0,23.0,34596.0,-17.0940814899731,48280.429467692695,220.99999999994202,1285.9178425380198
276.157293942835,144.29942160641198,137.097792719875,35.6041810413443,20.4247562416342,0.0,0.0,18.0,34614.0,-17.1080346277292,47807.184477548704,122.00000000005801,1289.15865011349
259.764200388526,135.82235622157302,129.04028526202,33.7980638954183,19.3965800080638,0.0,0.0,30.0,34644.0,-17.2336251014621,47480.80464457769,189.999999999971,1298.02203362081
248.13446130045102,130.388098684636,123.983018412521,34.1956774624885,19.3560398296148,0.0,0.0,34.0,34678.0,-17.2752106192305,47285.472889195706,296.0,1313.82303035465
236.28323342935903,123.95656612819599,117.92551439755199,30.585443042415104,17.3617777433351,0.0,0.0,30.0,34708.0,-17.1319832572694,47189.4078975538,254.999999999971,1340.13201641081
225.930416746566,118.511368820709,112.88206126558799,30.274970502536696,17.3354880776903,0.0,0.0,8.0,34716.0,-16.8449866611483,47147.8345421321,174.999999999971,1366.0719370485
218.192557072112,115.16316601290899,109.834817082518,30.2959861433501,17.3524424745189,0.0,0.0,22.0,34738.0,-16.5518776970479,47108.525463907004,174.000000000029,1399.94044775091
210.52728209664903,110.820556570859,105.787731592268,28.384861324459894,16.3146549875778,0.0,0.0,6.0,34744.0,-16.368203579886,47020.7706210747,126.0,1434.2085885147303
203.75722200875302,107.47961596219,102.753643505368,28.2656535098888,16.3356670270089,0.0,0.0,23.0,34767.0,-16.3020908461276,46846.6425523228,142.000000000029,1467.6242480243698
198.17741780154802,104.157014970539,99.6992872735022,28.663456995700397,16.326065261372598,0.0,0.0,21.0,34788.0,-16.2539130369018,46570.591944409905,182.000000000029,1498.52313330823
194.12618917651,102.897743016946,98.6633609728979,28.492651645250202,16.2882201188517,0.0,0.0,30.0,34818.0,-16.111079950959198,46202.7109668343,201.000000000029,1525.8979224624698
191.32105020924598,101.67913079956699,97.63353202078709,28.122913517201802,16.2888348173885,0.0,0.0,15.0,34833.0,-15.817222178102801,45773.699809528,222.99999999994202,1547.74545333746
189.431995411662,100.51033496275,96.6177815234602,28.726856313621003,16.294165681703902,0.0,0.0,21.0,34854.0,-15.384389968993,45324.2064076856,234.999999999971,1565.4386745885902
186.90971332741,99.37767460807171,95.59950522769708,27.096305050749898,15.302982339310999,0.0,0.0,7.0,34861.0,-14.8792358071106,44893.3146504913,192.0,1581.86322002559
185.155051308165,98.247224988247,94.5664504354306,26.8894712588066,15.2943066218096,0.0,0.0,8.0,34869.0,-14.4477797209197,44509.7840454192,208.000000000029,1595.9067465751098
185.631481511763,98.41410190569229,94.8205127061664,28.9606959308665,16.5634569255091,0.0,0.0,30.0,34899.0,-14.165651912903499,44187.3177349693,137.0,1607.1625835647799
